DateTime,mer_kg_co2_per_mwh,thermal_power_change_mw,thermal_emissions_change_kg_co2,net_storage_change_mw,storage_emissions_change_kg_co2
2019-01-09T15:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-09T16:00:00.0,0.0,-41.463868339508224,-14.141749476088041,41.4638683395371,0.0
2019-01-09T17:00:00.0,0.0,-313.0,-106.752403074702,312.9999999997375,0.0
2019-01-09T18:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-09T19:00:00.0,0.0,313.0,106.752403074702,-313.00000000002467,-0.0
2019-01-09T20:00:00.0,0.0,0.0,0.0,-1.552393769088667e-10,0.0
2019-01-09T21:00:00.0,0.0,40.889445284180624,13.945835605360456,-40.889445284147314,-0.0
2019-01-09T22:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-09T23:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-10T00:00:00.0,0.34078886775774264,311.999999999294,106.3261267401751,-312.99999999369095,-106.66691560602338
2019-01-10T01:00:00.0,0.0,-80.41121061660209,-27.425207563796366,80.41121061659499,27.42520756379389
2019-01-10T02:00:00.0,0.0,312.99999999999966,106.75240307470189,-313.00000035942094,-106.75240319728682
2019-01-10T03:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-10T04:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-10T05:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-10T06:00:00.0,0.0,-262.55486171138483,-89.54748379117059,262.5548617112877,89.54748379113747
2019-01-10T07:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-10T08:00:00.0,0.0,-283.03392767179264,-96.53211479436186,283.0339276717835,96.53211479435873
2019-01-10T09:00:00.0,0.0,0.0,0.0,1.000444171950221e-11,7.844391802791506e-12
2019-01-10T10:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-10T11:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-10T12:00:00.0,0.0,0.0,0.0,4.837374945054762e-11,3.83124643121846e-11
2019-01-10T13:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-10T14:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-10T15:00:00.0,0.0,0.0,0.0,-8.060254685915424e-10,0.0
2019-01-10T16:00:00.0,0.0,0.0,0.0,1.1152678780490533e-10,0.0
2019-01-10T17:00:00.0,0.0,0.0,0.0,-4.299494094084366e-11,0.0
2019-01-10T18:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-10T19:00:00.0,0.0,0.0,0.0,4.189359970041551e-11,0.0
2019-01-10T20:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-10T21:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-10T22:00:00.0,0.0,0.0,0.0,1.9269918993813917e-11,0.0
2019-01-10T23:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-11T00:00:00.0,0.792242933897431,0.0,0.0,-1.0000000001344596,-0.7922429340039556
2019-01-11T01:00:00.0,0.0,0.0,0.0,2.6150138478231444e-11,2.0717262486699e-11
2019-01-11T02:00:00.0,0.0,0.0,0.0,-1.3233147910796106e-10,-1.0481926437932998e-10
2019-01-11T03:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-11T04:00:00.0,0.0,0.0,0.0,1.1453948900452815e-11,9.15179043659009e-12
2019-01-11T05:00:00.0,0.0,255.7646878754344,97.78450041791628,-255.764687875429,-97.78450041791399
2019-01-11T06:00:00.0,0.0,0.0,0.0,1.574562702444382e-11,1.248423586730496e-11
2019-01-11T07:00:00.0,0.0,0.032664999336645906,0.006780718336076325,-0.032664999355155544,0.007629704128130542
2019-01-11T08:00:00.0,0.0,0.0,0.0,1.4779288903810084e-11,1.1709744285326451e-11
2019-01-11T09:00:00.0,0.0,-105.26152027017916,-40.2438087069425,105.26152027018277,40.24380870694388
2019-01-11T10:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-11T11:00:00.0,0.0,0.0,0.0,-2.2502888441522373e-11,0.028810234360440334
2019-01-11T12:00:00.0,0.0,0.0,0.0,-3.1107560971577186e-11,-2.4641622076160274e-11
2019-01-11T13:00:00.0,0.0,-150.68391311007136,-57.60979471748357,150.68391311015344,57.609794717514944
